Test Feature A,Test Feature B,R-Value,P-Value
S.Slap,Post,[0.57633048],[1.66344869e-21]
S.Slap,Over,[0.54236869],[8.990364e-19]
S.Slap,Wide,[0.63313777],[7.38265322e-27]
S.Slap,S.Bkhd,[0.46714443],[1.0347158e-13]
S.Slap,S.Dflct,[0.29435531],[6.44545934e-06]
S.Slap,S.Slap,[1.],[0.]
S.Slap,S.Tip,[0.37574022],[5.02298383e-09]
S.Slap,S.Wrap,[0.27464625],[2.71110666e-05]
S.Slap,S.Wrst,[0.58553097],[2.65919122e-22]
S.Tip,Ht,[0.15720916],[0.01777111]
S.Tip,Wt,[0.15536452],[0.01917076]
S.Tip,GP,[0.65636906],[2.19853304e-29]
S.Tip,G,[0.72051232],[1.11337891e-37]
S.Tip,A,[0.62401333],[6.34728292e-26]
S.Tip,A1,[0.62219522],[9.66273856e-26]
S.Tip,A2,[0.56020902],[3.60838181e-20]
S.Tip,PTS,[0.69212403],[9.68504785e-34]
S.Tip,+/-,[0.1128318],[0.0898764]
S.Tip,Shifts,[0.71899632],[1.85901943e-37]
S.Tip,TOI,[0.72884824],[6.24550635e-39]
S.Tip,TOIX,[0.72936464],[5.20633945e-39]
S.Tip,TOI/GP,[0.67056853],[4.84218942e-31]
S.Tip,TOI%,[0.66392916],[2.95911091e-30]
S.Tip,iBLK,[0.57210158],[3.79019578e-21]
S.Tip,iFOW,[0.62030399],[1.49171982e-25]
S.Tip,iFOL,[0.61515667],[4.79199078e-25]
S.Tip,FO%,[0.24306595],[0.00021747]
S.Tip,OTG,[0.32390069],[6.07382034e-07]
S.Tip,GWG,[0.55568328],[8.30849523e-20]
S.Tip,G.Bkhd,[0.50820915],[2.55393158e-16]
S.Tip,G.Snap,[0.48999364],[4.04698374e-15]
S.Tip,G.Tip,[0.75405249],[5.14767953e-43]
S.Tip,G.Wrap,[0.20127068],[0.00231059]
S.Tip,G.Wrst,[0.62003663],[1.5857818e-25]
S.Tip,Post,[0.49290941],[2.62924244e-15]
S.Tip,Over,[0.56742337],[9.29725513e-21]
S.Tip,Wide,[0.76016532],[4.42336394e-44]
S.Tip,S.Bkhd,[0.72115425],[8.95209536e-38]
S.Tip,S.Dflct,[0.42567843],[2.07103741e-11]
S.Tip,S.Slap,[0.37574022],[5.02298383e-09]
S.Tip,S.Tip,[1.],[0.]
S.Tip,S.Wrap,[0.36543805],[1.39668051e-08]
S.Tip,S.Wrst,[0.66912308],[7.20971933e-31]
S.Wrap,Ht,[0.14774463],[0.02601397]
S.Wrap,Wt,[0.20361279],[0.00204705]
S.Wrap,GP,[0.46378287],[1.63385152e-13]
S.Wrap,G,[0.43165036],[1.00851355e-11]
S.Wrap,A,[0.33407273],[2.53561185e-07]
S.Wrap,A1,[0.33902725],[1.63784187e-07]
S.Wrap,A2,[0.2932581],[7.00212307e-06]
S.Wrap,PTS,[0.38922473],[1.24651559e-09]
S.Wrap,+/-,[-0.0331846],[0.61893784]
S.Wrap,Shifts,[0.48078928],[1.53757205e-14]
S.Wrap,TOI,[0.47546993],[3.26592841e-14]
S.Wrap,TOIX,[0.47664365],[2.76887585e-14]
S.Wrap,TOI/GP,[0.38631176],[1.69351153e-09]
S.Wrap,TOI%,[0.3773538],[4.26558563e-09]
S.Wrap,iBLK,[0.41705773],[5.70966795e-11]
S.Wrap,iFOW,[0.33406609],[2.53708369e-07]
S.Wrap,iFOL,[0.33177276],[3.0979197e-07]
S.Wrap,FO%,[0.18676833],[0.00475139]
S.Wrap,OTG,[0.21428571],[0.00115927]
S.Wrap,GWG,[0.42120194],[3.51923393e-11]
S.Wrap,G.Bkhd,[0.38964609],[1.1921706e-09]
S.Wrap,G.Snap,[0.30679516],[2.45973487e-06]
S.Wrap,G.Tip,[0.26477016],[5.34956744e-05]
S.Wrap,G.Wrap,[0.38184942],[2.6924914e-09]
S.Wrap,G.Wrst,[0.38613412],[1.72529052e-09]
S.Wrap,Post,[0.35917719],[2.55542329e-08]
S.Wrap,Over,[0.34865869],[6.84993558e-08]
S.Wrap,Wide,[0.46006838],[2.69103828e-13]
S.Wrap,S.Bkhd,[0.50133177],[7.39042535e-16]
S.Wrap,S.Dflct,[0.20334657],[0.00207556]
S.Wrap,S.Slap,[0.27464625],[2.71110666e-05]
S.Wrap,S.Tip,[0.36543805],[1.39668051e-08]
S.Wrap,S.Wrap,[1.],[nan]
S.Wrap,S.Wrst,[0.48722204],[6.07472235e-15]
S.Wrst,Ht,[0.21875903],[0.00090595]
S.Wrst,Wt,[0.19327215],[0.00345994]
S.Wrst,GP,[0.80899021],[6.42229691e-54]
S.Wrst,G,[0.86685611],[4.29871552e-70]
S.Wrst,A,[0.80842246],[8.67045819e-54]
S.Wrst,A1,[0.79236767],[2.83680655e-50]
S.Wrst,A2,[0.74513246],[1.62909117e-41]
S.Wrst,PTS,[0.86930695],[6.10473749e-71]
S.Wrst,+/-,[0.09025701],[0.17537358]
S.Wrst,Shifts,[0.86837775],[1.28544623e-70]
S.Wrst,TOI,[0.8896272],[1.04947478e-78]
S.Wrst,TOIX,[0.89032865],[5.32394808e-79]
S.Wrst,TOI/GP,[0.80623574],[2.72926675e-53]
S.Wrst,TOI%,[0.79218386],[3.09926926e-50]
S.Wrst,iBLK,[0.6266573],[3.4278328e-26]
S.Wrst,iFOW,[0.72236662],[5.91979009e-38]
S.Wrst,iFOL,[0.74803787],[5.37280121e-42]
S.Wrst,FO%,[0.27557981],[2.53892204e-05]
S.Wrst,OTG,[0.45506289],[5.22184498e-13]
S.Wrst,GWG,[0.70593252],[1.3450947e-35]
S.Wrst,G.Bkhd,[0.56878568],[7.16990762e-21]
S.Wrst,G.Snap,[0.59460333],[4.11541881e-23]
S.Wrst,G.Tip,[0.48256851],[1.19159835e-14]
S.Wrst,G.Wrap,[0.20203499],[0.00222138]
S.Wrst,G.Wrst,[0.8563503],[1.21569664e-66]
S.Wrst,Post,[0.69874507],[1.28463777e-34]
S.Wrst,Over,[0.74904642],[3.64272441e-42]
S.Wrst,Wide,[0.88790899],[5.42728043e-78]
S.Wrst,S.Bkhd,[0.80771218],[1.26038192e-53]
S.Wrst,S.Dflct,[0.47627261],[2.91742826e-14]
S.Wrst,S.Slap,[0.58553097],[2.65919122e-22]
S.Wrst,S.Tip,[0.66912308],[7.20971933e-31]
S.Wrst,S.Wrap,[0.48722204],[6.07472235e-15]
S.Wrst,S.Wrst,[1.],[0.]
